Time,Frame,WT,QW1,QW2,QW3,QW4,QW5,QW6,QW7,QW8,QW9,QW10,QW11,QW12
115.234,57617,8.7024,10.2998,11.051,3.5736,7.1701,7.3289,6.4976,7.76,8.0377,8.7793,11.3994,3.8859,3.4196
115.236,57618,9.1817,11.2706,11.3374,4.1707,7.4305,7.5415,5.7232,8.1972,8.0319,9.3228,11.5142,3.6562,3.3817
115.238,57619,8.3584,10.1642,11.2408,4.1015,7.6058,6.671,6.0162,8.1624,7.261,8.7732,11.165,3.1041,3.5926
115.24,57620,8.8425,11.4353,10.4229,3.3331,7.5781,6.4618,5.7945,8.3795,8.5749,7.7303,11.5141,4.0849,4.1393
115.242,57621,9.6757,10.2461,10.9725,4.0783,7.4743,6.744,5.5667,8.2369,7.7621,8.8072,12.3431,3.7656,3.7908
115.244,57622,9.4957,11.2064,10.2487,4.1882,7.7283,7.2662,5.9172,8.6215,8.0666,9.1094,11.8462,3.5951,3.8822
115.246,57623,8.7522,10.7817,10.5309,3.8447,7.7956,7.7238,6.0797,7.7773,8.1728,8.5372,11.6228,3.8437,3.5964
115.248,57624,8.5831,10.344,10.9375,4.1705,7.1824,7.3711,5.8607,8.5814,8.265,8.2933,11.5024,3.8218,4.3537
115.25,57625,8.6146,10.5212,10.9423,3.7892,7.5534,7.4103,5.7393,8.0443,7.628,7.5483,11.3411,3.7288,3.8489
115.252,57626,8.3936,10.8935,10.8562,3.8672,7.3835,7.7589,5.9985,7.9011,8.4246,7.8309,10.9514,3.4698,3.5745
115.254,57627,9.0631,10.3838,11.8033,3.9028,7.4323,7.1439,5.6972,8.1914,7.6979,7.1773,11.8453,3.3706,3.7276
115.256,57628,9.2519,10.748,10.3542,3.7407,7.6705,7.1651,5.6374,8.1346,7.3725,9.0884,11.4959,3.7777,3.7969
115.258,57629,8.7312,10.6353,10.8151,4.1093,7.3362,7.416,5.5021,8.3467,8.0022,8.2902,11.4185,3.7515,3.7609
115.26,57630,9.3183,11.6801,10.9339,3.95,6.9391,7.0149,4.9504,8.17,7.9585,8.3026,11.7882,3.5996,3.882
115.262,57631,8.8707,11.0681,10.8641,3.7948,6.761,7.3698,5.976,8.0348,7.7687,8.4404,11.2703,3.2575,4.3117
115.264,57632,8.9537,11.6763,10.5954,4.0569,7.1225,7.1511,5.4013,8.024,8.226,9.2467,11.4403,3.401,3.8326
115.266,57633,8.8414,10.9635,10.3927,3.9142,7.1793,7.2159,5.9147,7.6022,7.8179,9.1879,10.9878,3.6052,3.821
115.268,57634,9.0132,11.3791,10.5741,4.1583,6.9878,7.2051,5.7559,7.8188,8.8407,9.3908,11.5619,3.6007,3.7758
115.27,57635,8.8505,11.2546,10.8844,3.7051,7.6592,7.3982,6.1932,8.3961,7.4779,9.4809,11.8429,3.5392,4.0998
115.272,57636,8.8911,11.1458,11.5199,3.7663,8.1812,7.7623,5.7097,8.2635,7.8031,8.6782,11.8462,3.7832,3.8791
115.274,57637,8.609,11.1911,10.7963,4.4398,7.7618,7.2679,6.087,7.5437,8.0265,8.737,11.841,4.0083,3.4613
115.276,57638,8.7084,11.8931,10.5683,3.9133,7.9915,7.7884,5.9987,7.2552,7.6702,8.2482,11.8548,3.5055,3.9394
115.278,57639,8.8881,11.134,10.7723,4.288,7.9832,6.8248,6.1162,7.501,7.6277,9.2428,11.6707,3.4888,4.1217
115.28,57640,9.2826,11.4185,10.6444,3.7801,8.1036,6.9005,5.5871,8.1438,8.0763,9.0601,11.5612,3.4993,3.8636
115.282,57641,9.3481,11.3388,10.6134,3.8716,7.2314,7.5498,5.798,7.6521,7.7168,9.0839,11.5339,3.3814,3.5231
115.284,57642,8.5588,11.7691,10.6156,3.4782,7.6932,7.0753,5.78,7.9991,7.6105,9.3556,11.4628,4.117,3.7659
115.286,57643,8.5936,11.8374,10.6274,4.1799,8.2338,6.7646,5.5727,8.4454,7.1897,8.8292,12.1721,3.3636,4.0867
115.288,57644,9.0409,11.327,11.0545,3.4996,7.1205,7.1357,5.3143,8.058,7.8981,9.029,11.3223,3.6824,3.7238
115.29,57645,8.4833,11.6735,10.7769,3.9335,7.6241,7.5775,6.6848,8.5543,7.4722,7.9337,11.295,3.3883,3.6195
115.292,57646,8.8476,11.4578,10.6253,3.5832,7.4819,7.9239,6.4314,7.6687,7.7426,9.4612,11.489,3.7871,3.9592
115.294,57647,8.7984,11.4468,10.4932,3.4746,6.9686,7.9774,6.386,8.1469,8.1395,8.7085,11.1535,3.3058,3.899
115.296,57648,9.3414,12.3408,10.9456,3.7687,7.1342,7.0214,6.5148,7.64,7.4571,8.4541,11.5238,3.5047,3.2587
115.298,57649,9.0839,11.6448,11.0361,3.7275,7.5104,7.2064,6.7422,8.0668,7.4779,8.8667,11.0697,3.5858,4.5937
115.3,57650,9.3157,11.6409,10.7501,3.7581,7.052,6.846,6.1314,8.0293,8.2215,8.7816,11.5882,3.3255,3.5584
115.302,57651,9.2156,11.4212,11.1919,3.4681,7.7662,7.6924,6.0728,8.2697,7.8098,8.7596,11.7462,3.6033,3.3488
115.304,57652,9.4015,12.1167,10.8741,3.584,7.3881,7.8679,5.927,7.9412,7.6842,8.1898,11.3065,3.4877,3.7667
115.306,57653,9.4067,11.7756,10.521,4.0612,7.7912,7.7617,6.7544,7.6392,8.2947,8.2988,11.4107,3.4674,4.4179
115.308,57654,8.9068,11.8633,11.2262,4.1628,7.7859,7.8249,6.3594,7.0489,7.8563,8.2964,12.1928,3.6298,3.6843
115.31,57655,8.4283,11.2395,10.3892,3.8819,8.1523,7.1765,6.9291,6.9441,7.8207,8.3948,11.884,3.6229,3.772
115.312,57656,9.2946,11.3053,10.1264,3.7265,7.8501,7.372,6.235,7.9818,7.9581,9.5883,11.5826,3.4024,4.1331
115.314,57657,8.7844,11.645,10.424,4.2948,7.8665,6.7948,6.2746,7.7949,7.7841,8.4178,11.4973,3.7089,4.105
115.316,57658,9.5035,11.9033,10.8934,3.3738,8.1534,6.976,6.0812,7.9529,7.8027,8.4074,12.039,3.7886,3.573
115.318,57659,8.8428,11.5301,10.5385,3.8486,8.4287,7.3405,6.5579,7.5822,7.6401,9.0573,11.551,3.899,3.7669
115.32,57660,9.1642,11.5449,9.8991,3.9391,8.0845,6.8487,6.1542,7.4955,7.7646,9.2597,12.0475,3.7684,4.1617
115.322,57661,9.0695,11.1793,10.3024,3.8047,8.118,6.7469,6.5813,7.8406,7.6967,9.1161,11.8618,3.5622,4.1149
115.324,57662,8.8872,11.5853,10.8891,3.738,7.8113,7.0268,5.8163,7.9124,7.8538,8.8974,11.7686,3.678,4.256
115.326,57663,8.9762,11.4918,10.4559,3.8533,7.0552,6.4341,5.6753,7.846,7.5729,8.9436,12.3478,3.5729,4.1504
115.328,57664,8.7349,11.2573,10.8811,4.1017,6.9638,7.4704,6.2483,7.9953,7.4059,9.7908,11.7226,3.257,3.7508
115.33,57665,9.0869,11.6306,10.5379,4.1042,7.0344,7.0504,5.9974,8.0753,7.3556,9.0219,11.9249,3.5669,3.6731
115.332,57666,9.375,11.7609,10.4136,4.0618,8.0257,7.2272,5.9822,7.8275,7.7612,9.7563,11.7041,3.8957,3.8491
115.334,57667,8.9123,11.3197,11.0278,4.0477,7.713,6.3706,5.7001,8.0564,8.1961,9.0358,11.5919,3.5531,3.6977
115.336,57668,9.1787,11.7312,10.4674,3.8271,7.66,6.4104,5.7543,8.0929,7.4951,9.2107,11.7713,3.5387,3.8886
115.338,57669,9.0979,11.0456,10.516,4.0431,7.376,6.9442,5.4979,8.1475,7.7144,9.5379,11.7246,3.5435,3.8567
115.34,57670,9.3322,11.4871,10.9714,4.1577,7.8347,6.133,5.3847,7.6948,8.1616,10.2021,11.5329,3.669,3.8325
115.342,57671,9.0443,11.2469,10.611,3.8725,7.4682,7.3143,5.4734,7.6475,7.9071,9.5563,12.0069,3.968,3.5858
115.344,57672,9.1492,11.4067,10.8413,4.3771,7.5397,6.9195,6.108,8.4764,8.5893,8.964,11.9323,3.8497,4.03
115.346,57673,8.9643,11.1883,10.8797,3.6795,7.7081,6.8668,5.6213,7.3851,8.3423,9.19,11.7555,3.5078,3.9562
115.348,57674,9.1146,11.1378,11.1517,3.9338,7.3318,6.9073,5.8894,8.0474,7.9366,8.8181,12.1484,3.7406,3.8771
115.35,57675,9.16,11.0713,10.0214,3.7511,8.1043,6.8404,5.5538,8.0023,7.735,9.4766,11.959,3.9859,3.6399
115.352,57676,8.6323,11.6133,10.9225,3.4778,7.7561,6.9575,5.627,7.4435,7.7256,7.6837,11.8258,3.775,3.493
115.354,57677,8.7126,11.0116,11.0659,3.5718,7.3708,6.6977,6.0727,8.0156,7.254,8.5215,12.5154,3.5861,3.7774
115.356,57678,8.4284,11.0389,11.0267,4.1632,7.6675,6.8991,5.6528,8.1513,7.8215,8.673,11.9033,3.6829,3.644
115.358,57679,8.908,11.2555,10.6612,3.8575,6.9216,6.9008,5.5853,7.614,7.9257,8.7973,11.4258,3.6404,4.2348
115.36,57680,8.5683,11.112,10.9804,3.8775,7.5308,6.7513,5.9853,6.7344,8.3984,8.6713,11.568,3.9147,3.9159
115.362,57681,9.3392,11.7492,10.8126,3.7399,7.1658,7.212,5.4083,7.7198,8.0762,9.0712,10.9969,3.519,3.8985
115.364,57682,8.1048,11.7454,10.7008,3.7619,7.4033,6.685,5.7261,7.7956,7.432,8.5038,11.7693,3.804,3.6987
115.366,57683,8.5044,11.4474,10.8392,3.5996,7.2986,7.3477,6.275,8.3283,7.0957,8.893,11.5682,4.0265,3.8548
115.368,57684,8.7525,11.3175,10.7419,4.1225,7.6082,7.3077,6.1056,8.1161,7.5716,9.3406,11.7079,3.5181,3.5554
115.37,57685,8.614,11.1792,10.7902,3.6447,7.5583,7.346,5.7284,7.798,7.3767,9.0977,11.8025,3.878,3.7178
115.372,57686,9.2922,11.1107,11.0599,4.0501,7.271,7.2663,5.8901,8.4179,7.7934,8.8266,11.1291,3.3606,3.5461
115.374,57687,8.7524,11.1224,10.6122,3.8273,7.8385,6.7529,5.9137,7.8499,8.3584,9.4498,11.6315,3.4147,3.7311
115.376,57688,9.0785,10.9627,11.3967,3.8622,7.6779,7.6809,5.6757,7.4579,7.9689,9.0396,12.084,3.4689,3.8446
115.378,57689,8.9377,10.916,11.3662,3.8882,7.5351,6.9444,5.594,7.6331,6.9735,8.6241,11.411,3.9478,3.5392
115.38,57690,9.0475,11.5051,10.7685,3.825,7.74,6.9021,5.7887,8.3255,8.2627,8.2712,11.7563,4.0705,3.3479
115.382,57691,9.2507,10.8992,11.3513,4.2084,7.7843,7.853,5.6407,7.3581,7.577,8.0413,11.0304,3.5896,4.3441
115.384,57692,8.9467,11.1654,10.6683,3.6359,7.6766,7.3487,5.6858,7.6853,7.8221,8.7345,11.5652,3.7046,3.7289
115.386,57693,9.4344,11.5628,10.679,4.0072,7.4382,7.8416,5.3511,8.1824,8.052,8.4262,11.9735,3.5782,3.9203
115.388,57694,8.5969,11.3921,11.4549,3.8368,7.1472,7.7156,5.5617,8.1507,8.0751,8.5976,11.749,3.9636,3.8866
115.39,57695,8.6274,11.3377,10.5681,3.9696,7.5448,8.0102,4.9857,7.5289,7.9836,8.7114,11.8036,3.3758,3.2589
115.392,57696,8.8457,11.5365,10.6035,4.0489,7.5378,7.9232,5.4783,8.3247,7.8998,8.3265,11.3743,3.4943,3.4392
115.394,57697,8.8067,10.7863,10.8197,4.1865,7.712,7.4997,5.8432,7.1904,7.504,8.053,11.7713,4.0244,3.2303
115.396,57698,8.7532,11.1025,10.8481,4.2366,7.1922,7.2274,5.7636,7.8705,8.2841,8.9741,11.3812,3.6286,3.2098
115.398,57699,9.5436,11.2101,10.5506,4.1779,7.0186,7.3082,5.7756,8.1544,7.8524,8.9265,12.2155,3.4104,3.6584
115.4,57700,8.8497,10.9609,11.3991,4.2957,7.6179,7.3974,6.14,7.9148,7.9381,8.9294,11.5738,4.1116,4.3527
115.402,57701,9.1116,11.0987,11.2669,3.9537,6.9356,7.3647,5.7694,7.4568,7.8513,9.0362,11.5643,3.3346,4.0459
115.404,57702,8.5763,11.707,10.6912,4.2595,8.2967,7.4093,5.3431,8.9141,8.8965,8.6685,12.033,3.4229,4.1642
115.406,57703,9.1001,11.3429,10.5552,3.6504,7.3994,7.0796,5.9584,8.2882,7.6897,9.2757,11.8043,3.9006,4.1231
115.408,57704,9.5097,11.6349,10.7336,3.7359,7.3636,6.7992,5.8285,8.7252,7.6617,9.3455,11.4792,3.7004,3.6053
115.41,57705,9.7471,11.8467,10.2396,3.8256,7.8254,6.5732,6.0174,7.2999,8.0474,9.5837,12.3776,3.4234,3.6929
115.412,57706,9.6853,11.1464,10.4943,3.7547,7.9863,7.321,5.5484,7.9766,8.979,8.6657,11.5458,3.5079,3.8273
115.414,57707,9.5316,10.9533,11.034,3.9448,7.412,7.3935,5.8003,8.0156,9.3614,9.4056,11.9341,3.9568,3.8791
115.416,57708,8.8214,11.1603,11.8234,3.7675,7.751,6.7248,5.6037,7.7568,8.4431,8.9705,11.8863,3.2316,4.0854
115.418,57709,9.5936,11.3301,11.158,4.2183,7.4038,6.7781,5.545,7.6713,9.0384,8.8203,11.964,3.4472,4.0016
115.42,57710,8.1796,10.8173,11.1364,4.2727,7.4737,7.3475,5.5458,7.5552,8.7719,8.9365,11.8764,3.9399,4.015
115.422,57711,8.6157,11.3611,11.5081,3.8056,7.4438,6.6847,5.5793,8.043,8.5486,7.5132,11.3234,3.8622,3.9098
115.424,57712,9.2222,11.9781,10.8758,4.1229,7.2503,7.082,6.013,8.4029,9.3428,7.6405,11.7673,3.9067,3.7074
115.426,57713,8.6346,10.8966,10.5612,3.5886,7.4954,7.2323,5.715,8.0458,8.3944,9.2151,11.762,3.5561,3.2799
115.428,57714,8.7149,11.7195,10.5562,4.1531,7.4297,7.2039,6.2706,8.2435,9.4705,7.8826,11.402,3.5602,4.0676
115.43,57715,9.5861,10.8856,10.9467,3.8385,7.6117,7.1696,5.8604,7.96,9.7585,8.7341,11.8692,4.1819,3.8363
115.432,57716,8.7309,10.8716,11.3923,3.9645,7.2309,7.2927,5.7287,7.9779,8.9869,8.8584,11.3807,3.8046,3.2698
115.434,57717,9.2597,11.0064,11.2385,3.9909,7.2662,6.3873,5.6474,7.4644,9.1078,9.0148,12.1819,4.0089,3.6691
115.436,57718,8.9962,11.5006,10.8301,3.679,7.2957,7.0143,6.2012,7.6402,8.4808,8.9204,11.475,3.5419,3.6835
115.438,57719,9.6589,11.5001,11.1063,4.0289,7.4291,6.8357,6.4504,8.9585,8.0741,8.6835,11.6482,3.743,3.3875
115.44,57720,9.1444,11.1026,11.6367,3.678,7.289,7.2386,5.8655,8.1599,7.6381,9.4367,11.5716,3.983,4.2477
115.442,57721,9.1519,11.2941,10.4685,3.9007,7.3577,6.8348,6.0524,7.4071,7.3254,8.9907,11.2809,3.6322,3.642
115.444,57722,9.0964,11.7555,11.5567,4.0334,7.2581,7.2264,5.7633,7.4794,7.6225,9.1381,11.6388,3.3393,3.9373
115.446,57723,8.8056,11.5117,11.05,3.5411,6.9968,7.3499,5.5548,7.4847,8.1332,9.9129,11.4286,3.7595,4.1848
115.448,57724,9.1452,11.0438,11.1128,4.2979,7.4403,6.8741,6.121,7.3664,7.7644,9.442,11.4971,3.4005,3.6959
115.45,57725,9.5775,11.2624,11.334,3.5896,7.5929,7.1616,5.6123,8.2434,7.4025,10.031,12.1358,3.6895,4.043
115.452,57726,9.1083,11.9373,11.3201,3.754,7.4602,7.1713,6.084,8.2865,8.6738,8.9314,11.914,3.2041,3.6507
115.454,57727,9.6459,11.7001,11.5856,3.7883,7.3392,7.181,5.2236,7.9153,7.4458,9.003,11.8601,3.6178,3.6726
115.456,57728,9.4383,10.8509,11.1965,3.7214,7.1178,7.605,6.0534,7.5241,7.668,8.6771,11.3943,3.5266,3.574
115.458,57729,9.2442,11.4873,11.2077,4.0724,7.3265,6.7972,5.7023,7.5857,7.8833,8.9553,11.8443,3.8593,3.7584
115.46,57730,9.5864,11.8015,10.8646,4.1003,7.676,7.0166,5.6692,7.1749,7.4234,8.6387,11.88,3.5466,3.6027
115.462,57731,9.0597,11.5065,11.9767,3.5916,7.2828,6.9564,5.6745,7.2807,7.7201,8.4879,11.9345,3.8009,3.4707
115.464,57732,9.0034,11.2605,11.5195,3.767,8.1659,7.4581,5.7381,7.4433,7.4466,9.0293,12.122,3.7939,3.7197
115.466,57733,8.7507,12.4787,11.4102,4.3755,7.6402,7.2623,5.8111,8.0424,8.4009,9.0965,12.5012,4.0375,3.6488
115.468,57734,9.4276,11.5568,11.3492,4.3174,7.6638,7.288,5.8561,7.1241,7.4654,8.7061,11.8484,3.8254,3.7114
115.47,57735,8.533,11.2715,11.3471,3.4548,6.8918,7.1083,5.6931,7.524,7.9733,9.2537,12.0159,3.303,3.7604
115.472,57736,8.6509,11.7205,11.9183,4.0102,7.4294,7.1472,5.6881,6.8892,8.7051,9.6278,11.659,3.2186,3.9838
115.474,57737,8.8692,12.2512,12.092,4.0003,7.5711,7.0411,5.8437,7.5809,8.1383,9.2467,11.7994,3.7365,3.5815
115.476,57738,9.3069,11.4112,11.9641,4.1508,7.6894,7.4887,5.5823,7.4768,7.7406,9.9812,11.1892,3.6813,3.5943
115.478,57739,8.3274,11.4826,11.4403,4.0466,7.0888,7.1695,5.6584,7.3201,7.8906,10.2077,11.6566,4.0146,4.1468
115.48,57740,8.7487,10.9231,11.2439,3.5071,7.6278,7.4801,5.7057,8.3556,8.2885,9.401,11.1998,3.2455,3.8901
115.482,57741,9.0541,10.9317,11.1755,3.5655,7.114,6.8439,5.9424,7.9227,8.7907,8.5676,11.5596,3.5651,4.1962
115.484,57742,9.089,10.9986,11.2409,3.5906,6.8601,7.3215,5.7769,8.268,9.7108,8.6054,11.4662,3.6569,4.0484
115.486,57743,9.0156,10.903,11.1845,3.879,7.4747,7.1946,5.9067,8.0565,8.3945,9.8429,12.0351,3.4702,3.4269
115.488,57744,8.9214,10.7959,11.1124,3.6357,7.9039,7.5563,5.8546,7.9115,8.2055,9.1565,12.0462,3.7249,3.8693
115.49,57745,9.8733,11.0509,10.6552,3.415,7.3101,7.6196,6.1266,7.4857,8.0048,7.8707,11.9702,3.5641,4.0407
115.492,57746,9.4996,11.2177,10.9386,4.1182,7.4844,7.5071,5.983,8.7791,7.2827,9.2098,12.3639,3.6002,3.8379
115.494,57747,8.5684,11.5167,10.8521,3.4456,7.5949,7.0316,5.6191,8.4141,8.7306,8.769,12.2975,3.342,3.9881
115.496,57748,8.8894,11.3867,10.3947,3.5406,7.5866,7.3949,5.8758,7.9868,7.1116,8.8024,12.6966,3.9119,4.1151
115.498,57749,8.3704,11.3316,10.7344,3.8752,7.7387,7.0544,5.9656,8.2568,7.5966,8.2069,11.6513,3.5172,4.0838
115.5,57750,8.2413,11.0091,11.1996,3.8103,7.2823,7.409,5.6743,8.1552,7.823,9.2162,12.2883,3.1071,3.8259
115.502,57751,8.6805,11.4623,10.7837,3.6245,7.1601,7.6677,6.1402,8.5132,7.6609,8.5332,11.6708,3.7663,4.0793
115.504,57752,9.35,10.9781,11.1142,3.7883,7.6548,7.535,6.5943,7.6635,7.5664,9.5757,11.8385,3.3257,4.6418
115.506,57753,9.6068,10.9691,11.0318,3.875,7.6533,7.6042,5.9908,8.5801,8.0724,8.9911,11.9065,3.4517,4.0272
115.508,57754,9.4378,11.4276,11.0367,3.6567,7.5183,8.1185,5.6427,8.3794,7.6549,9.4611,11.5209,3.8723,3.9866
115.51,57755,8.5272,11.2782,11.1685,4.078,7.485,7.7832,5.6742,7.671,8.095,9.3936,11.4555,3.8289,3.9042
115.512,57756,8.6633,11.2248,11.066,3.7598,7.9092,7.6019,6.0481,8.1234,7.2852,9.49,11.6646,4.037,3.4072
115.514,57757,8.5643,10.7783,11.0814,3.7629,8.0336,7.0082,5.7211,8.1819,8.1101,10.0932,11.7848,3.8576,4.2231
115.516,57758,7.9158,11.8218,10.8476,4.3418,7.916,7.1449,5.6348,8.4043,8.1434,10.2253,11.5249,4.0243,3.2217
115.518,57759,8.9154,11.4834,10.6943,3.5545,7.8216,8.2957,5.8615,8.9484,8.0767,9.5463,11.2556,3.7526,3.6762
115.52,57760,8.7151,11.2098,10.4973,3.6227,8.0993,8.2152,5.6992,8.227,7.5745,9.5062,11.8044,3.375,4.4471
115.522,57761,9.2994,11.2337,11.1456,4.49,7.6021,7.7568,5.6683,7.8528,7.6247,9.3694,11.2186,3.7207,4.3661
115.524,57762,8.8378,11.1541,11.3217,3.5494,7.8404,7.24,5.5873,8.4402,7.4691,8.8502,11.8914,3.2963,3.4722
115.526,57763,10.0324,10.8738,10.9449,4.1576,7.2724,7.6798,5.8715,8.2594,7.4243,9.499,12.1504,3.5925,3.3184
115.528,57764,10.123,11.4787,10.6249,4.1147,8.1694,7.4498,5.6887,8.453,7.7255,9.3269,11.8902,3.5254,3.5564
115.53,57765,10.2909,11.5225,11.8787,3.941,7.2537,6.987,5.7811,8.2105,7.2471,10.0029,11.9122,3.3498,3.9291
115.532,57766,10.2885,11.1747,10.92,3.8069,7.4075,7.2125,5.6545,8.2745,7.4951,10.2453,11.7112,4.1293,4.389
115.534,57767,11.2179,11.009,11.4694,4.0731,7.8903,6.6924,5.3774,8.7685,7.49,10.0788,12.2343,3.5198,4.677
115.536,57768,10.5362,11.7358,11.386,3.9768,7.4249,7.3271,5.6036,9.5127,7.6128,9.6428,12.0222,3.6104,3.8944
115.538,57769,9.5685,10.89,11.7964,3.9111,7.1676,7.5557,5.9069,8.8256,7.8589,10.2149,11.5509,3.7656,3.7631
115.54,57770,9.7025,10.6674,11.4287,3.4653,7.4532,7.1014,5.9822,9.2412,7.6916,9.3579,10.994,3.4423,3.6286
115.542,57771,8.5023,11.4377,10.2412,3.837,7.4196,7.2228,5.6158,8.7598,7.666,9.1651,11.2764,3.921,4.0432
115.544,57772,9.2882,10.6084,11.6288,3.9106,7.8005,7.1494,5.8217,8.4931,7.6445,9.8978,11.9423,4.2732,4.4648
115.546,57773,8.9176,11.0772,11.1434,3.6597,7.8177,7.1183,5.5742,7.8807,7.5575,9.3104,11.7017,3.5394,4.7822
115.548,57774,8.753,10.2306,11.2156,3.9258,8.2295,7.1684,5.6773,8.2481,7.5281,9.6937,11.2446,3.4164,3.6226
115.55,57775,8.6511,11.4833,11.2934,3.7098,8.531,7.1202,6.0043,8.4883,7.4397,9.0627,11.6121,3.5693,3.6308
115.552,57776,9.0357,11.1008,10.6863,3.7401,8.9284,7.2545,5.9888,8.2263,8.3774,9.6101,11.8643,3.6444,4.3147
115.554,57777,8.737,11.0468,10.9735,3.8109,8.8584,6.814,5.6979,8.6286,7.4163,9.162,11.3927,3.4314,4.128
115.556,57778,8.305,11.4516,10.9441,3.5918,7.9203,6.7372,5.807,8.4635,7.7764,9.1784,11.7509,3.5885,3.6308
115.558,57779,8.7183,10.8905,11.1666,3.5449,8.4377,7.3673,5.8486,8.6944,7.5387,9.7349,11.3165,3.6937,3.7814
115.56,57780,9.5042,10.9428,11.2564,3.7357,7.9071,7.4907,5.5919,9.18,7.7832,9.2136,12.2871,4.0317,4.2177
115.562,57781,8.7227,11.4453,11.4163,4.0977,7.753,7.4572,5.677,8.1101,7.4538,9.3459,11.6026,3.8478,3.5008
115.564,57782,8.7567,11.5054,11.5441,3.7633,7.8459,7.5026,5.7443,8.3921,7.8431,9.1175,11.6267,3.4989,4.2397
115.566,57783,9.2114,11.3104,11.2643,3.6547,7.4005,7.8167,5.5543,8.9541,7.885,9.1437,11.9816,3.7667,4.2833
115.568,57784,9.2929,11.766,11.3286,4.0685,7.529,8.0147,5.7151,8.0159,7.8461,9.6827,12.0335,4.3638,3.9141
115.57,57785,9.1822,11.323,11.3023,3.5084,7.7922,7.2369,5.2021,8.162,8.0859,9.1142,11.5446,3.5805,4.2611
115.572,57786,9.2225,11.2799,11.3612,4.0789,7.5186,7.034,5.2484,8.184,7.5055,9.8712,11.4422,3.8192,3.8362
115.574,57787,9.1345,11.6725,11.1961,3.8847,7.5518,7.2811,5.7112,8.777,8.0229,9.163,11.9181,3.9767,3.6548
115.576,57788,9.0864,11.3423,11.2839,3.5336,7.7332,7.65,5.7351,7.9969,9.7519,9.8501,12.202,3.8544,3.5819
115.578,57789,9.1581,11.2547,10.5869,3.7857,8.2746,7.5802,5.6011,7.7124,8.4705,8.1455,11.8056,3.8092,3.5896
115.58,57790,9.4306,11.2209,10.9423,3.9572,7.7592,6.9268,5.7783,7.3623,7.7062,8.3328,12.4534,3.3472,4.0274
115.582,57791,9.0958,10.8368,10.667,4.0996,7.4107,7.9507,5.5897,8.113,7.73,7.2275,11.7518,3.6893,3.678
115.584,57792,9.3502,11.2147,11.3946,3.6665,8.8466,7.3251,5.7652,8.0803,7.4362,7.5533,11.8607,3.6869,3.8858
115.586,57793,9.0523,11.3254,10.5096,3.8512,8.3712,7.2768,5.6379,8.0748,8.0239,7.557,11.9582,4.5214,3.5923
115.588,57794,8.8616,11.1054,10.4646,3.8149,8.2772,7.2699,4.9491,8.3984,8.4114,7.8663,11.3186,3.5421,3.9182
115.59,57795,9.3316,11.1398,11.4699,4.1156,7.8439,6.9303,4.7761,7.7703,8.08,8.5474,11.773,3.7715,3.4273
115.592,57796,8.6412,11.2026,10.8963,3.8893,7.9597,7.6059,5.5718,8.1248,7.7524,7.6644,11.8658,3.7779,3.9971
115.594,57797,8.0412,11.1417,11.557,3.8285,8.127,7.0434,5.9795,7.3518,8.0654,7.7017,11.8359,3.8913,3.8867
115.596,57798,9.0331,11.6137,11.4146,4.3142,7.8982,7.1512,5.4843,7.4255,7.7587,7.4581,12.0179,3.7401,3.7183
115.598,57799,8.7685,11.2656,11.8416,3.7327,8.6041,7.1765,5.9261,7.5063,7.4832,7.6849,11.7838,3.7193,3.3462
115.6,57800,9.2275,11.2279,11.9426,3.9811,7.203,7.7097,5.879,7.5474,7.0455,7.3395,12.0224,3.6489,3.5976
115.602,57801,9.0847,11.1755,11.4314,3.7209,7.5552,7.6156,5.6558,7.52,7.5817,7.6918,12.3045,3.8593,4.2011
115.604,57802,9.2773,10.352,10.9708,4.0146,7.6337,7.0855,5.3246,7.8602,8.0211,7.5305,11.9749,3.7758,3.5518
115.606,57803,9.2253,11.9726,11.4482,3.5267,7.5856,6.9672,5.5862,6.876,8.3013,7.5763,11.9,3.7493,3.5058
115.608,57804,9.5365,10.202,10.9954,4.3126,7.0839,7.4522,5.4957,7.8703,8.5682,8.063,12.2057,3.9857,3.698
115.61,57805,8.699,11.2909,10.6252,4.532,7.8688,7.2696,5.5284,7.9119,7.9714,7.4753,11.6759,4.0355,3.4118
115.612,57806,9.0091,10.7617,10.8363,4.2177,7.3639,6.9798,5.4864,7.4741,7.8743,7.7615,11.771,3.9364,3.422
115.614,57807,9.2355,11.1289,10.4928,3.6906,7.4354,7.3301,6.0217,8.1153,8.1654,8.0974,11.2913,3.7294,3.431
115.616,57808,10.0211,11.0556,10.3688,3.5403,8.1492,6.842,5.5345,7.2775,7.893,8.2224,11.1783,3.1852,3.717
115.618,57809,9.0923,10.5375,10.5577,3.5719,8.2563,6.7872,5.8162,7.6821,7.6188,7.3217,11.9594,3.9561,3.9573
115.62,57810,9.7498,11.2173,11.2445,3.7745,7.5059,7.4464,5.5057,7.4326,7.8133,7.0288,11.3771,3.504,3.5889
115.622,57811,8.2394,11.5155,10.7566,3.3575,7.8634,7.1493,5.8231,7.5801,7.5526,7.393,11.9899,3.8563,4.275
115.624,57812,8.7592,10.8235,10.917,3.5351,7.6967,7.1069,5.9355,7.4355,7.254,7.4751,11.5678,3.8881,3.7303
115.626,57813,9.1835,10.9471,10.6853,3.6786,7.9949,7.0544,5.9399,7.4346,7.4032,7.4985,11.6539,3.6613,3.571
